file_name,labels
3217.png,1
12976977.png,0
29131303.png,0
17855666.png,1
31981765.png,1
9643924.png,0
2190.png,1
33758490.png,0
11914178.png,0
29136594.png,1
9704360.png,0
31981741.png,1
9643908.png,0
11679634.png,1
31105037.png,1
14964895.png,0
3187.png,1
12042553.png,0
14531875.png,1
29696889.png,0
33808836.png,0
10117122.png,0
15723271.png,0
11500191.png,1
17593781.png,1
17634942.png,1
29131623.png,0
9972921.png,0
29132278.png,0
3084.png,0
9836104.png,0
15852703.png,0
15773617.png,0
29136392.png,0
14364030.png,1
14698623.png,0
3071.png,1
29134950.png,1
30783181.png,1
29127374.png,1
29133566.png,1
12042561.png,0
9643916.png,0
30793317.png,0
13578909.png,0
29136317.png,1
3061.png,0
17579471.png,1
3146.png,0
15692744.png,0
29127721.png,1
9972945.png,0
15959683.png,0
29130736.png,0
29135379.png,1
30755299.png,0
29129996.png,1
15248570.png,1
30770137.png,0
16472011.png,0
14840033.png,1
29132199.png,0
29128895.png,1
29137047.png,0
9869284.png,0
2152.png,0
2163.png,0
15323742.png,1
13310629.png,1
3038.png,0
11789889.png,0
29139278.png,0
3169.png,1
3216.png,0
29134880.png,1
14651774.png,0
14443070.png,1
15126119.png,1
29138773.png,0
11914154.png,0
15537701.png,0
30542315.png,0
29134045.png,1
14592795.png,0
15888742.png,0
17634984.png,1
3210.png,1
15022854.png,1
29128139.png,1
9643948.png,0
29137357.png,0
9972881.png,0
30882390.png,1
29130232.png,0
29136790.png,0
2154.png,1
14901877.png,1
3060.png,0
29134929.png,1
30849890.png,0
3153.png,0
15923153.png,0
9643980.png,0
29134105.png,1
15584982.png,0
14411198.png,0
29129526.png,0
11500207.png,1
10117106.png,0
14531883.png,0
29133376.png,1
3160.png,1
17565471.png,1
14964903.png,0
29129002.png,1
17998677.png,0
2986.png,0
3162.png,1
29126783.png,0
9788622.png,0
15626066.png,0
30691102.png,0
3168.png,1
3055.png,0
33828957.png,0
10117341.png,0
3165.png,1
29697616.png,0
29139190.png,0
29134130.png,1
14746310.png,1
2989.png,0
14782399.png,1
15584998.png,0
9704336.png,0
29697832.png,0
15022886.png,0
2980.png,0
29126696.png,0
29128618.png,1
29697892.png,0
3200.png,1
3045.png,1
28029904.png,0
3184.png,1
14651798.png,0
29130299.png,0
9672685.png,0
14964871.png,1
10117333.png,0
29134653.png,1
17634879.png,0
29133396.png,1
14698639.png,0
29129471.png,0
29132418.png,1
29132000.png,0
3179.png,1
3208.png,1
13310653.png,1
29134608.png,1
29131313.png,0
29135816.png,0
30134479.png,0
29696828.png,0
14901893.png,1
29128864.png,1
11727877.png,1
29130343.png,1
3052.png,0
29127681.png,0
3178.png,1
31981781.png,0
15888734.png,0
29130526.png,0
30939201.png,1
29126530.png,0
9739806.png,0
29129981.png,0
29697184.png,0
15741349.png,0
29128497.png,1
3076.png,1
29130972.png,0
15126135.png,1
9672717.png,0
11575054.png,1
30134288.png,0
29698030.png,0
15248578.png,1
15323718.png,1
29126482.png,0
14364014.png,0
30730354.png,0
29128912.png,1
30642848.png,1
3154.png,0
9788662.png,0
30770129.png,1
3031.png,0
3069.png,1
2999.png,0
2171.png,0
29134566.png,1
29135148.png,1
30532549.png,1
29135442.png,1
29138641.png,0
29128823.png,1
10117114.png,0
11378360.png,0
3220.png,0
29127896.png,1
28029933.png,1
30134204.png,0
3207.png,1
29138478.png,0
3063.png,0
29131337.png,0
30135008.png,0
9739830.png,0
11727847.png,1
17540869.png,0
29129709.png,0
13175158.png,0
29132238.png,1
9972929.png,0
3196.png,1
16199538.png,0
3213.png,0
17661280.png,1
31981757.png,1
3171.png,1
15723247.png,0
13175118.png,0
15852743.png,0
